subject_id,age,trial_type,condition,success_deltas,failure_deltas,success_mean,failure_mean,success_rate,n_success,n_failure
MUH1067,13.333333333333334,vis1,max,"[-0.040310999999999986, -0.022632000000000208, -0.15572100000000022, -0.03268499999999985, -0.14207999999999954, 0.03028649999999944, -0.15548399999999996, -0.06183449999999979, -0.0851535000000001]","[0.04691549999999989, -0.08679749999999986, 0.2016840000000002, 0.06038699999999997, -0.0239069999999999, 0.03211800000000009, 0.17521799999999965, 0.12796800000000008, -0.11302199999999996, 0.20952599999999988]",-0.07395716666666668,0.06300900000000001,0.47368421052631576,9,10
MUH1067,13.333333333333334,vis1,min,"[-0.05712000000000006, 0.03322650000000005, -0.008827499999999988, -0.10859249999999987, 0.17721449999999983, -0.21176400000000006, 0.30357449999999986, -0.3123300000000002, 0.022507499999999903, 0.11664000000000008, 0.284694]","[-0.04454099999999972, -0.10583999999999971, 0.3562814999999997, -0.11338499999999962, -0.003610500000000183, 0.060244500000000034, -0.25291949999999996, -0.07711500000000004]",0.021747545454545412,-0.02261062499999994,0.5789473684210527,11,8
MUH1067,13.333333333333334,invis,max,"[-0.10074449999999979, -0.18123749999999994, -0.14628299999999994, 0.12291900000000044, -0.07480500000000045, 0.014064000000000298, -0.11209500000000006, -0.14255399999999963, -0.03639150000000013, 0.009832500000000355, 0.022994999999999433, -0.030226499999999934, 0.047104500000000105]","[0.19665149999999976, 0.11533950000000015, 0.0672419999999998, 0.04442099999999982, 0.10542300000000004, 0.1056404999999998]",-0.046724769230769174,0.1057862499999999,0.6842105263157895,13,6
MUH1067,13.333333333333334,invis,min,"[-0.02930849999999996, 0.244707, -0.013509000000000215, 0.13910100000000014, -0.06748050000000005, 0.04076999999999997, -0.14050949999999984, 0.1095870000000001, 0.026531999999999778, 0.05272800000000011, 0.015654000000000057, -0.14724000000000004, -0.06999600000000017, 0.008101499999999984, 0.09323250000000027, 0.05693999999999999, -0.06231000000000031]","[-0.242742, -0.20451299999999994]",0.015117617647058813,-0.22362749999999998,0.8947368421052632,17,2
MUH1067,13.333333333333334,vis2,max,"[-0.1410404999999999, 0.033634500000000234, -0.019015500000000074, -0.05611049999999995, -0.01053750000000031, 0.07046550000000007, -0.053326500000000276, 0.10942050000000014, -0.1249229999999999, -0.08051850000000016]","[-0.012589500000000253, -0.01820099999999991, 0.08831699999999998, 0.04102799999999984, 0.00619050000000021, -0.09435899999999986, 0.14122199999999951, -0.03776399999999969, 0.11060550000000013]",-0.02719515000000001,0.02493883333333333,0.5263157894736842,10,9
MUH1067,13.333333333333334,vis2,min,"[0.09621750000000029, 0.036293999999999826, 0.025756500000000182, 0.009756000000000098, 0.08101199999999986, -0.13649849999999986, -0.03005850000000021, 0.2050455000000002, 0.08317799999999975, 0.031120500000000106, -0.07735350000000007, 0.046956, 0.023441999999999963, -0.029131499999999866, -0.023098500000000355, 0.11013600000000023]","[-0.1409205, -0.13525350000000014, -0.15533099999999989]",0.02829834375000001,-0.14383500000000002,0.8421052631578947,16,3
MUH1068,15.0,vis1,max,"[-0.10332449999999982, 0.07054949999999982, -0.19483799999999984, -0.1600934999999999, -0.06781199999999998, -0.0037244999999996864, -0.2409435000000002, 0.07123199999999974, -0.23363549999999966, -0.013045500000000043]","[-0.030943500000000235, 0.39369450000000006, -0.2351144999999999, 0.22588350000000013, -0.11134950000000021, 0.3348494999999998, 0.4861110000000002, -0.3576044999999999, 0.1439429999999997]",-0.08756354999999996,0.09438549999999996,0.5263157894736842,10,9
MUH1068,15.0,vis1,min,"[0.19908749999999986, 0.050408999999999704, 0.025009499999999907, -0.061256999999999895, 0.029570999999999792, -0.029790000000000205, 0.203808, 0.16792799999999963, -0.0519704999999997, -0.17868300000000015, 0.3817965000000001, 0.0860025000000002, -0.007855500000000237, 0.034015499999999976, -0.16789199999999993]","[-0.18115349999999997, -0.15550349999999957, -0.2583419999999996, -0.28483349999999996]",0.045345299999999936,-0.21995812499999978,0.7894736842105263,15,4
MUH1068,15.0,invis,max,"[-0.07335599999999998, -0.10551000000000021, -0.1658864999999996, 0.05125650000000004, -0.17568600000000023, 0.13829550000000035, -0.07539300000000004, 0.09992999999999963, -0.1510889999999998, -0.1362255000000001, -0.08381099999999986, -0.12365700000000013, 0.06081599999999998, -0.07633199999999984, -0.44423400000000024]","[0.23555700000000002, 0.2114444999999998, 0.09367949999999992, 0.28040850000000006]",-0.0840588,0.20527237499999995,0.7894736842105263,15,4
MUH1068,15.0,invis,min,"[-0.1189484999999999, 0.07563900000000001, 0.07551900000000011, -0.05009400000000008, -0.17722199999999977, -0.042794999999999916, 0.0900240000000001, -0.14713650000000023, 0.030866999999999756, -0.007153499999999813, 0.09964799999999996, -0.059601000000000015, -0.00161549999999977, -0.021982500000000238, 0.0013260000000001604, -0.0500505]","[0.001603500000000091, -0.13689750000000034, 0.29725500000000005]",-0.018973499999999976,0.05398699999999993,0.8421052631578947,16,3
